date,port_ret,port_value
2025-03-13,-0.005631543513476977,183.29958109049355
2025-03-14,0.013303532267065932,185.73811298207065
2025-03-17,0.006997758454806691,187.03786343257076
2025-03-18,-0.004731660482552503,186.15286376542582
2025-03-19,0.007988076181188864,187.6398670225305
2025-03-20,-0.0015318492132231243,187.35243103986275
2025-03-21,-0.0026182318736016844,186.8618989333174
2025-03-24,0.00924925068768423,188.5902314805284
2025-03-25,-0.0004893310209478699,188.4979484300172
2025-03-26,-0.006703933634048243,187.23427069358814
2025-03-27,-0.0020391548652132774,186.85247101956867
2025-03-28,-0.008416528402321443,185.27982189018851
2025-03-31,0.005204365000665279,186.2440857105633
2025-04-01,0.0025584452380579053,186.7205810047659
2025-04-02,0.0047384699371816556,187.60535086451011
2025-04-03,-0.03273641461592952,181.4638243144426
2025-04-04,-0.034632173289304395,175.17933770504493
2025-04-07,-0.009048327022346626,173.59425776993157
2025-04-08,-0.013408084286772893,171.26669133005257
2025-04-09,0.06204625815419659,181.8931486735321
2025-04-10,-0.0255931120043035,177.23793694671497
2025-04-11,0.010996833591997913,179.186993045507
2025-04-14,0.007527802464457034,180.53587733335362
2025-04-15,0.002520817328603986,180.99097530137024
2025-04-16,-0.007891840130126171,179.56262345929622
2025-04-17,0.0006201600353687331,179.67398102221165
2025-04-21,-0.013816010351121523,177.19160344058153
2025-04-22,0.015268905033627635,179.897125206272
2025-04-23,0.009170722810345412,181.54691187591672
2025-04-24,0.014744392918316163,184.22371087772217
2025-04-25,0.00298748903442061,184.77407719384962
2025-04-28,0.0030313859665354824,185.33419873843457
2025-04-29,0.004461632215660905,186.1610917701897
2025-04-30,-0.0006819598630598446,186.03413737753903
2025-05-01,0.001649461241516259,186.3409934767422
2025-05-02,0.008466806857268638,187.91870667810133
2025-05-05,-0.0012646854665335327,187.68104862087574
2025-05-06,-0.002254735399749963,187.25787751668807
2025-05-07,0.002767137236358075,187.77604576236587
2025-05-08,0.0019967997395126226,188.15099692163088
2025-05-09,0.0008262091796770288,188.30644900245295
2025-05-12,0.0150797281512423,191.1460590625357
2025-05-13,0.002941088744446696,191.7082365853899
2025-05-14,-0.003693370457253509,191.00018704797327
2025-05-15,0.006759862570259701,192.29132206331144
2025-05-16,0.0033100730678958024,192.92782038966328
2025-05-19,-1.4883949531430032e-05,192.9249488617214
2025-05-20,-0.0013962810749436505,192.65557140674133
2025-05-21,-0.014566691962663292,189.84921704316844
2025-05-22,-2.4502676141180463e-05,189.84456522928755
2025-05-23,-0.001361823205677526,189.58603049488656
2025-05-27,0.013513727779699348,192.14804450182822
2025-05-28,-0.003865962659379829,191.40520733671133
2025-05-29,0.003864521164483037,192.1448968114563
2025-05-30,-0.0011197820169382645,191.92973641136038
2025-06-02,0.003090772419029431,192.52294754705218
2025-06-03,0.003966080128312588,193.28650898356273
2025-06-04,0.0023954845743551223,193.7495238342638
2025-06-05,-0.002634488521936851,193.23909293759175
2025-06-06,0.003392625519390147,193.8946808156356
